"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"3396",1251900,1031000,409600,420700,281600,844200,502100,941900,857500,1801500
"3397",1288800,1163900,496700,466100,336900,939400,518600,980000,861300,1904500
"3398",1248100,980600,412200,441800,297500,845900,498100,968500,886400,1873800
"3399",1274200,1035500,428100,431000,303700,873400,514000,947500,871500,1855900
"3400",1256500,1029600,428900,424400,308100,886800,504800,939300,864700,1821300
"3401",1303800,1168300,483400,464900,339800,937500,526400,990000,877200,1953400
"3402",1285500,1040500,453400,435700,316200,899400,510900,974900,884400,1872800
"3403",1258900,1039500,420500,429200,292200,860300,508700,963500,883800,1862600
"3404",1252000,1031200,409500,420500,281400,844300,501900,941700,857400,1801800
"3405",1285400,1043000,448600,440200,312800,906100,513200,973700,884200,1853400
"3406",1261500,1058000,424900,433100,289700,870700,514000,969700,878900,1894500
"3407",1275200,1037400,428400,431000,303700,873900,514200,947500,871700,1856600
"3408",1280300,1033700,439100,438100,307100,909100,518800,968300,880100,1860500
"3409",1298800,1118600,471800,447300,325100,913700,516300,984100,873000,1896400
"3410",1248000,980800,411900,442100,298100,845700,498000,968400,886000,1873100
"3411",1280100,1033400,439100,437800,307000,908200,518900,967800,879900,1860800
"3412",1251300,1031400,409500,420500,281400,844000,502000,941500,857000,1801700
"3413",1304500,1182000,492700,468900,341900,948800,531000,990200,874200,1951000
"3414",1289100,1163700,496600,466100,336700,939200,518600,980500,861500,1903800
"3415",1256500,1031100,428900,424500,308100,886800,504900,939400,864900,1820100
"3416",1250700,1030900,409300,420300,281500,843500,501800,941200,856900,1801600
"3417",1285200,1043100,448500,440100,312800,906100,513300,973700,884000,1854500
"3418",1275300,990400,408100,452500,312500,870400,498200,981600,890500,1799900
"3419",1258900,1041500,420500,429400,291900,860300,509000,963500,884000,1864100
"3420",1298700,1118500,471900,446900,325000,913700,516200,984100,873000,1895500
"3421",1250400,1030900,409300,420200,281500,843200,501500,940900,857000,1801800
"3422",1258600,1040800,420200,429400,291400,859900,509100,963600,884000,1862900
"3423",1258100,1083500,411600,428200,290300,865800,508600,941900,853100,1829800
"3424",1285500,1040100,453100,435900,316000,899500,511000,975100,884400,1872700
"3425",1256800,1032200,429400,425200,309000,887900,505100,939800,864800,1821400
"3426",1275200,990600,408300,452500,312400,870500,498200,982100,891000,1800800
"3427",1250300,1089800,424800,424000,299600,873000,507900,961400,870000,1860400
"3428",1257900,1083100,411500,428300,290200,865300,508500,942100,853400,1828700
"3429",1250200,1030700,409300,419900,281500,842800,501300,940800,856700,1801600
"3430",1298900,1118700,471600,447000,325000,913500,516200,983900,872800,1896900
"3431",1304100,1169600,483900,465200,340000,938400,526800,990300,877400,1954000
"3432",1285100,1044800,448200,440000,312900,906000,513200,973600,884000,1854800
"3433",1304200,1181200,492600,468800,341900,948800,530600,989800,874000,1950900
"3434",1261500,1056800,425100,433200,289600,870300,514300,969600,878800,1896000
"3435",1280000,1034000,439100,437800,306900,908400,518800,967700,879600,1859700
"3436",1247600,979800,411900,441900,298000,845000,497100,968300,886600,1874600
"3437",1275300,989600,408200,452500,311900,870800,498400,982400,891000,1801300
"3438",1250600,1031600,409300,419900,281300,842900,501300,940900,856800,1801100
"3439",1277700,1055500,443000,442000,312300,914200,515100,976400,890000,1892100
"3440",1250100,1088200,424600,423800,299700,872800,507800,961300,870200,1861000
"3441",1257100,1032500,429800,425300,309400,888100,505100,939900,864800,1821100
"3442",1265600,1089100,425200,427300,294200,883700,511400,953900,862800,1861200
"3443",1258400,1082700,411700,428200,290200,865600,508500,942000,853400,1828000
"3444",1248000,983000,412000,442400,298400,845100,497700,968800,886900,1874600
"3445",1258400,1039500,419900,429000,291000,859600,508800,963200,884100,1861600
"3446",1279400,1033500,438800,437500,306800,908000,518700,968000,879500,1858700
"3447",1304300,1180200,492600,468400,341600,948500,530600,989900,874100,1951200
"3448",1278400,1055300,443100,442300,312600,914200,515500,976400,890700,1891600
"3449",1250500,1031700,409300,419800,281900,842900,501500,940900,856800,1801200
"3450",1260800,1056200,424600,432800,289100,869900,514200,969100,878700,1896500
"3451",1250500,1088800,425000,423900,300000,873000,508000,961800,870500,1861900
"3452",1250900,1089400,425200,424100,300100,873200,508000,962000,870500,1862300
"3453",1285400,1033600,453600,436500,316400,900400,511000,975100,884400,1873400
"3454",1279000,1031900,438700,437300,306500,907500,518700,968200,879500,1858800
"3455",1285300,1045900,447800,439800,312600,905800,513000,973100,884200,1855300
"3456",1265500,1089700,424900,427100,294000,883200,511600,954000,862900,1861700
"3457",1248100,983100,412200,442700,298500,845100,498000,969000,887100,1875300
"3458",1300600,1146300,474500,453100,333800,920700,520800,985800,875500,1933700
"3459",1258700,1083800,411700,428500,290700,865500,508800,942200,853100,1827700
"3460",1258500,1039600,419900,429000,290600,859700,508700,963400,884000,1861200
"3461",1275400,988000,408000,452500,311400,870500,498400,982300,890700,1803300
"3462",1257600,1034500,429900,425200,309400,888400,505700,940000,864600,1821100
"3463",1247600,981000,411800,442200,298400,844700,497800,968800,886700,1875200
"3464",1278200,1055500,442900,442200,312200,913900,515300,976100,889900,1888800
"3465",1265100,1089000,425000,427200,294100,883200,511400,954000,862600,1860900
"3466",1260700,1056300,424600,432700,288800,869500,514100,969100,878600,1895700
"3467",1304200,1180300,492800,468300,341700,948600,530600,990000,874200,1951200
"3468",1284900,1046400,447800,439700,312600,905900,513300,973700,884400,1855300
"3469",1258400,1082800,411700,428300,290600,864900,508500,942300,853200,1826300
"3470",1257400,1033000,429900,425200,309600,888400,505800,940200,864600,1822000
"3471",1289300,1166900,496600,466000,336600,939600,518700,981500,862800,1903200
"3472",1278900,1057000,443200,442500,312500,914600,515400,976400,890500,1889400
"3473",1275000,987700,408000,452400,311400,870700,498200,982300,890800,1803800
"3474",1286500,1027500,453500,436700,316600,900600,510800,975500,884400,1873800
"3475",1303800,1167700,483900,465000,339500,937700,526900,989900,876600,1953000
"3476",1250700,1089200,425200,424000,299900,873100,508200,961900,869900,1863100
"3477",1258900,1040800,420300,429600,291600,860800,509100,963700,884400,1862800
"3478",1285500,1047500,447800,440000,312800,906500,513600,973900,884500,1855500
"3479",1279800,1034700,439000,437500,306700,908000,518900,968200,879700,1859900
"3480",1298500,1118200,471900,447100,325500,914000,516900,984000,873400,1896600
"3481",1250200,1031200,408600,419400,281500,841500,500800,940900,856700,1801000
"3482",1257100,1082400,411400,428300,290300,864800,508500,941900,853300,1825500
"3483",1286300,1030400,453200,436700,316600,900600,510900,975200,884300,1875000
"3484",1265600,1090600,425300,427400,294300,883800,511600,954100,862700,1861700
"3485",1304300,1180200,492700,468400,341500,948400,530700,990600,874900,1950500
"3486",1303500,1168800,483800,464800,339300,937400,526900,989800,876400,1952900
"3487",1274800,988700,407700,452200,310700,871200,498300,981600,890500,1802300
"3488",1300400,1144800,474500,453200,334100,921000,520600,985700,875300,1933000
"3489",1278200,1057000,443100,442400,312400,914500,515200,976200,890100,1888700
"3490",1288900,1168000,496600,465900,336300,939400,518700,981200,862100,1903000
"3491",1280100,1034400,439100,437700,307100,908200,519000,967900,879500,1861000
"3492",1257600,1034900,429800,425100,309700,889100,506200,939900,864500,1822500
"3493",1261400,1056300,424900,432700,288700,869700,514100,969100,878500,1895700
"3494",1285500,1047200,447600,440000,312700,906600,513500,974300,884600,1855800
"3495",1275100,1037200,429000,431500,304100,874900,514600,948600,872200,1859600
"3496",1278000,1056300,442900,442200,312200,913700,515000,976000,889800,1888300
"3497",1288800,1165700,496500,465800,336200,939200,518500,981200,861900,1903000
"3498",1250700,1092300,425200,423900,300100,873000,508500,962000,869800,1864500
"3499",1304400,1180400,492800,468500,341400,948500,530800,990800,875300,1951400
"3500",1286100,1048600,448200,440300,312900,907000,513700,974600,885200,1856300
"3501",1266200,1091800,425800,427900,294800,884400,512000,954100,862700,1863400
"3502",1300100,1145200,474900,453300,334600,921500,520900,986200,875600,1932700
"3503",1280300,1035400,439200,437800,307400,908800,519100,968000,879300,1860100
"3504",1274700,1035600,428600,431500,303900,874400,514200,948300,872100,1857600
"3505",1250600,1091700,425200,423800,299900,872900,508500,962000,869900,1864600
"3506",1261200,1056600,425200,432600,288800,869300,514100,969000,878300,1896600
"3507",1286100,1049300,448300,440400,313100,907500,513900,975000,885100,1856800
"3508",1286600,1037500,453200,436700,316500,900800,511100,975800,884400,1875500
"3509",1250000,1030400,408400,418900,281100,840900,500800,941100,856600,1801500
"3510",1298300,1116800,471800,446900,325300,913100,516900,983500,873400,1896100
"3511",1257300,1081400,410900,427700,290000,863900,508500,941400,852700,1825200
"3512",1298100,1117000,472000,447000,325300,913100,516800,983700,873300,1895700
"3513",1257600,1035000,430200,425300,309500,889900,506700,940000,864200,1821800
"3514",1250500,1091500,425200,423700,299800,872900,508600,962000,870100,1864800
"3515",1303800,1169400,483700,464800,339400,937900,527200,989900,877000,1953500
"3516",1259200,1040800,420400,429800,291000,860600,509200,963600,884900,1863200
"3517",1250200,1030700,408700,419400,281200,841600,501300,941200,857200,1802500
"3518",1304300,1180200,492700,468600,341500,948200,530600,990400,875400,1950700
"3519",1257400,1033900,430000,425200,309400,889600,506500,940000,864200,1821800
"3520",1266300,1091200,425800,427700,294400,884200,511900,954100,862600,1863200
"3521",1300100,1144900,474700,453300,334600,920800,520900,986100,875600,1932300
"3522",1250500,1091100,425400,424300,300100,873300,508900,962000,870200,1865500
"3523",1278200,1056800,442500,442000,311900,913800,514700,976000,889900,1887700
"3524",1274500,987800,407600,452000,310900,872600,498500,980300,890100,1802900
"3525",1261000,1058400,425200,432800,289000,869200,514100,968900,877900,1895900
"3526",1279900,1035400,438900,437700,307300,908300,518700,968200,879300,1859800
"3527",1257200,1033900,429900,425300,309200,889500,506600,939900,864000,1821800
"3528",1250200,1031500,409000,419400,281400,841900,501300,941700,857600,1803100
"3529",1260000,1042000,420300,430100,291200,861200,509600,964200,885800,1862400
"3530",1274100,987300,407300,451800,310800,872300,498500,980200,890300,1800400
"3531",1256900,1082500,410800,427500,289900,863600,508500,941200,852300,1825100
"3532",1250800,1090000,425500,424100,299900,873200,509000,962000,870200,1866000
"3533",1304300,1170400,483800,465000,339300,937900,528000,990000,877600,1954000
"3534",1297900,1116200,472000,447100,325300,913200,516800,983500,873300,1894600
"3535",1287000,1038700,453500,436800,316800,902100,511400,976600,885300,1876800
"3536",1250900,1090400,425600,424300,300000,873100,509300,962000,870200,1866500
"3537",1257400,1034800,429900,425400,309300,889400,507100,939700,864600,1821900
"3538",1261400,1058300,425500,433000,289000,869700,514100,969200,878000,1896300
"3539",1250300,1031500,409000,419500,281400,842100,501100,942300,857900,1803800
"3540",1288900,1170400,496600,466000,336600,940100,518900,981400,862400,1903800
"3541",1304900,1170700,484200,465000,339600,938200,528000,991000,878200,1954900
"3542",1287000,1039000,453600,437000,316800,902200,511700,976600,885500,1876700
"3543",1303900,1180500,492900,468700,341700,948100,531000,990600,875700,1951500
"3544",1290600,1170500,496400,466000,336400,940000,518900,981400,862400,1903300
"3545",1275300,1036200,428400,431200,303900,874300,514000,948000,871900,1858100
"3546",1286800,1040100,453300,436800,316600,902000,511500,976400,885400,1877100
"3547",1250700,1032400,409000,419600,281500,842300,501200,942100,858400,1804300
"3548",1256800,1033800,429800,425200,309000,888900,506900,939500,864100,1821000
"3549",1260300,1041700,420500,430100,292000,861100,509400,964000,885900,1862200
"3550",1299600,1146100,474900,453600,334800,920800,521100,986100,874900,1931600
"3551",1279700,1036100,438800,438100,307500,908400,518900,968200,879700,1858800
"3552",1266900,1092500,426300,428000,294400,884400,512000,954700,862600,1865000
"3553",1256900,1084600,411400,428000,289900,864500,508800,941000,851700,1826300
"3554",1248400,980500,412000,442000,298500,845200,499200,968500,887400,1876500
"3555",1260600,1042600,420700,430200,292200,861300,509500,964100,886000,1862200
"3556",1274100,987800,407200,451800,310700,871600,498600,980700,890500,1802300
"3557",1287200,1036600,453400,436800,316700,902100,511500,976600,885600,1877200
"3558",1304900,1172100,484300,465400,339900,938200,528100,990700,878400,1955300
"3559",1297500,1115500,472000,447100,325200,912800,516600,983300,873000,1894900
"3560",1266800,1092000,426300,427700,294300,884200,511900,954900,862700,1865700
"3561",1290000,1169400,496500,465900,336500,939900,518800,981300,862300,1904200
"3562",1256600,1083500,411400,428000,289900,864000,508700,940700,851800,1825200
"3563",1303700,1180900,492900,468700,341600,948000,531100,990400,875500,1952100
"3564",1251600,1032700,409000,419600,281600,842500,501200,941800,858500,1804400
"3565",1284900,1048500,448600,440300,312700,906900,513500,974600,884400,1857100
"3566",1278200,1056700,442300,442400,311900,914400,514800,976200,890300,1888400
"3567",1252100,1033300,409100,419800,281600,842500,501200,942500,858900,1804900
"3568",1256200,1033300,429700,425100,308800,888400,507000,939700,864100,1820700
"3569",1248300,981300,412100,442100,298500,845400,499300,968300,887300,1877500
"3570",1286900,1037400,453400,436800,316800,902000,511400,976300,885600,1878700
"3571",1261600,1042200,420800,430300,292200,861300,509700,964400,886500,1863400
"3572",1278900,1057800,442500,442700,312300,914900,515100,976600,890800,1889900
"3573",1279100,1057800,442500,442600,312400,915200,515300,976800,891000,1889900
"3574",1251900,1033900,409300,419900,281500,842900,501400,942700,859400,1805300
"3575",1256400,1033800,429700,425000,309100,888300,507000,939400,863700,1820400
"3576",1267000,1092700,426700,428000,294800,884400,512200,954500,862900,1865800
"3577",1284900,1048600,448600,440100,312900,906700,513800,974500,884700,1856600
"3578",1256600,1084500,411800,428300,290300,865000,509000,940900,852000,1826800
"3579",1251100,1090300,425900,424200,299300,873500,509500,962000,870700,1866700
"3580",1261900,1057600,425700,433200,289400,870300,514300,969200,877900,1897100
"3581",1255900,1032700,429300,425000,309100,888100,506700,939400,863700,1820300
